title,genre,artists,song_desc,youtube_url
Hollow (Remix),Melodic Bass,"Dabin, Kai Wachi, Lo Spirit, Crankdat","This dubstep remix features aggressive basslines, syncopated rhythms, and glitchy synths, creating an intense atmosphere. The track has a tempo of 140 BPM, is in the key of F minor, and follows a 4/4 time signature. Listeners have praised its energy and production quality, with comments highlighting its ""nastay"" sound and ""solo mosh pit in the living room"" vibe. The remix is available on platforms like SoundCloud and Beatport.",https://www.youtube.com/watch?v=DNuLq1AK7no
Dollars,Trap/Bass,"Crankdat, Jauz","High-energy electronic track blends uplifting melodies with vibrant synths and dynamic basslines, creating an exuberant atmosphere. Features crisp production and colorful soundscapes, delivering an inspiring listening experience. Combines elements of dubstep and trap, showcasing the artists' versatility and experimentation with different sounds. Recognized for its free-spirited, mellifluous chorus and captivating harmonic waves of bass.",https://www.youtube.com/watch?v=i7XkoPguvZg
Redo,Trap/Electronic,Crankdat,"A 3:17 track in A minor at 146 BPM, blending dubstep and future bass with color bass elements. Features angelic vocals over warm synths and punchy programmed drums. Dynamic drops and uplifting melodies create an electrifying atmosphere. Released on Monstercat's Uncaged Vol. 9 and Best of 2020 compilations.",https://www.youtube.com/watch?v=eBaS6GcaRco
BADDADAN (Remix),Bass/Trap,"Chase & Status, others, Crankdat","This high-energy remix fuses aggressive basslines with rapid-fire programmed drums, creating a relentless rhythm. The track features a prominent sub-bass foundation, layered with glitchy synths and vocal samples that add intensity. Its structure builds tension through escalating drops, maintaining a driving tempo throughout. Listeners have praised its dynamic energy and innovative production, noting its impact in the bass music scene.",https://www.youtube.com/watch?v=rkjNL4dX-U4
Levitate,Electronic/Bass,Crankdat,"Energetic electronic track blends aggressive bass house with dubstep elements, featuring chopped vocals and colorful electro chords. Dynamic drops incorporate wobbles and melodic interjections, creating a balance between heavy and melodic sections. Aggressive wobbles and heavy dubstep/bass house elements enhance the track's intensity. The track showcases 's ability to fuse old-school dubstep with bass house schematics.",https://www.youtube.com/shorts/71AvSrdiGsg
Reasons To Run,Future Bass,Crankdat,"Upbeat future bass track blending energetic synths, heavy 808s, and catchy vocals, creating an electrifying atmosphere. Incorporates samples from Loleatta Holloway's ""Crash Goes Love Yell Apella ."" Merges pop-rock vocals with elaborate electronic backdrop, showcasing versatility. Listeners note its resemblance to retro video game sounds, adding to its unique appeal. Released in 2018, it reflects 's innovative approach to electronic music.",https://www.youtube.com/watch?v=ypkCmKRQqgU
One Last Breath (Remix),Bass/Dubstep,"Creed, ATLiens","This remix fuses late-'90s post-grunge angst with modern electronic maximalism, featuring Scott Stapp's anguished vocals over pulsating bass drops and aggressive edits. The track gained popularity through a viral TikTok teaser and became a highlight at Ultra Music Festival and Red Rocks, serving as a cultural handshake between longtime fans and bass enthusiasts.",https://www.youtube.com/watch?v=eHKGlumSuAA
Black Sheep,Dubstep/Bass,"ATLiens, GG Magree","Dark, bass-heavy electronic track featuring commanding vocals over atmospheric soundscapes, building with anticipatory mystery and deep, soul-shaking bass wobbles; riddim chops and heavy bass drops create an immersive, headbanging experience; released as third single from debut album, leaving listeners captivated and eager for more.",https://www.youtube.com/watch?v=NCOQBZgncpQ
Fading Out,Bass/EDM,"ATLiens, Sara Skinner","Mid-tempo trap track featuring 's haunting vocals over dark, atmospheric synths and deep sub-bass. Part of ' 2019 ""Ghost Planet"" EP, it stands out as the most melodic piece, blending eerie elements with a driving rhythm. Critics highlight its emotional depth and the duo's ability to craft a suspenseful, otherworldly vibe.",https://www.youtube.com/watch?v=dNRXn0HBe5U
Obsidian Vortex,Dubstep,ATLiens,"A 2:42 track at 142 BPM in C# major, featuring deep dubstep and grime elements, with guttural vocal chops, reverberating horns, and crackling static samples, building suspense before descending into a deep, wub-riddled whirlwind composed of swinging dubstep rhythms, cavernous bass, choppy vocals, distorted low-end, and predator-like synth work.",https://www.youtube.com/watch?v=n-I21UIgDow
Purgatory,Dubstep,"ATLiens, SVDDEN DEATH","A collaboration between two prominent bass music artists, this track features a tempo of approximately 140 BPM in a minor key, with a 4/4 time signature and a duration of just under three minutes. It opens with ominous, swirling tones, leading into a heavy, percussive rhythm section. The composition is characterized by experimental basslines, industrial percussion, and glitchy synths, creating a dark, otherworldly atmosphere. The track has been unofficially circulating in bass music circles for",https://www.youtube.com/watch?v=wB9loQV4s7A
Alchemy,Trap/Bass,ATLiens,"160 BPM, 2:30 duration, G♯/A♭ minor key, 5/4 time signature; dark, experimental trap with robotic synths, distorted vocals, heavy 808s, sub-bass, and glitchy effects; immersive, otherworldly atmosphere; remixed by TYNVN, Dapp, Mark The Beast, 8Er$, and others; praised for its eerie, low-end bass and genre-defying style; described as an immersive journey through outer space.",https://www.youtube.com/watch?v=25jJl_b9sbM
Frequencies,Bass/EDM,"Black Tiger Sex Machine, ATLiens","A 170 BPM, G# major, 4/4 time signature track, blending dark electro, hard trap, and bass elements. Features dramatic choir vocals, low-end synths, and heavy, halftime drops. Sci-fi-inspired, evoking deep-space battles with foreboding destruction and electro influences. Released via Kannibalen Records, incorporated into live shows with cinematic visuals.",https://www.youtube.com/watch?v=ugl-OGpZJCk
Shelter,Trap/Bass,"OG Nixin, ATLiens","A dark, cinematic bass track featuring eerie chants and ominous warnings, building into a heavy, gritty drop with deep, abrasive wobbles and metallic plucks, blending trap and dubstep elements. The track's haunting atmosphere is enhanced by shrill, metallic plucks and deep, abrasive wobbles, creating an otherworldly experience. Released on Bassrush Records, it is part of the 'Ghost Planet' EP.",https://www.youtube.com/watch?v=eWpMJXn0sDA
SOUL ON FIRE,Dubstep/Bass,"ATLiens, YOOKiE, Cara Kay","Mid-tempo dubstep track featuring throbbing sub-bass, syncopated programmed drums, and ethereal vocals. Characterized by atmospheric synths and dynamic drops, it blends melodic elements with heavy wubs. Released as part of ""LEAVING THE WORLD BEHIND"" album, it received mixed reviews, with some critics noting its lack of cohesiveness. Listeners praised its energy and bassline, with comments like ""This track is so 🔥🔥🔥"" and ""Best album of the year thus far.""",https://www.youtube.com/watch?v=bA42nTe0AOo
FINDING SILENCE,Bass/EDM,"ATLiens, Northside Hollow","A 4:09 track in E minor at 102 BPM, blending dubstep and melodic elements. Features ethereal vocals over atmospheric synths and deep sub-bass. Noted for its emotive soundscapes and experimental sonics. Released as part of the album ""LEAVING THE WORLD BEHIND"" on October 11, 2024.; snare roll lifts; sub‑reinforced drop; stereo widened leads; formant shifts",https://www.youtube.com/watch?v=8BGQ6xEHN2k
NEVER GETTING YOU BACK,Trap/EDM,"ATLiens, Yultron","Upbeat dubstep track with energetic tempo, featuring heavy bass drops, glitchy synths, and chopped vocals. Incorporates elements of trap and drum and bass, creating a dynamic, high-energy atmosphere. Released as part of ' debut album ""LEAVING THE WORLD BEHIND"" in October 2024, which blends dubstep, melodic, and drum and bass styles.",https://www.youtube.com/watch?v=M9FlSNHVR9A
CUTTING TIES,Future Bass,"ATLiens, One True God","Mid-tempo 90 BPM track in C minor, 4/4 time, approximately 3 minutes long, featuring deep sub-bass, glitchy programmed drums, atmospheric synths, and haunting vocal samples. The song's dark, brooding atmosphere and introspective themes have been noted by listeners. It is part of the album ""LEAVING THE WORLD BEHIND.""",https://www.youtube.com/watch?v=RsHiaREvjnk
SINKING,Bass/EDM,"ATLiens, Griimm, TOMB","A dark, atmospheric dubstep track featuring deep sub-bass, syncopated programmed drums, and haunting vocal samples. The song's structure includes a gradual build-up leading to intense drops, characteristic of brostep. Critics have noted its heavy transitions and emotive vocals, with some highlighting its melodic focus. The track is part of ' debut album, ""LEAVING THE WORLD BEHIND, "" released on October 11, 2024.",https://www.youtube.com/watch?v=gUMpGKHiLJw
FLOWERS,Bass/EDM,"ATLiens, FRNDSBYMDNGHT, Denisse Borquez","A 2:55 electronic track featuring ethereal vocals, atmospheric synths, and deep sub-bass, blending dubstep and melodic elements. Listeners have praised its emotional depth and captivating production. One user commented, ""absolutely beautiful, "" highlighting its resonant impact.; festival‑scale build; supersaw stack; white‑noise risers; hard sidechain",https://www.youtube.com/watch?v=gWju37TZfo0
THRASH,Trap/Bass,"ISOKNOCK, YASUO","High-energy EDM track at 140 BPM in G# major, featuring aggressive trap beats, distorted synths, and heavy sub-bass. Dynamic build-ups lead to explosive drops with punchy kick drums and sharp snares. Incorporates rave and hardcore elements, creating an intense, moshpit-inducing atmosphere. Celebrated for its party-starting impact and visceral energy.",https://www.youtube.com/watch?v=LiXtTieKFQo
RADIAL,Trap/Bass,ISOKNOCK,"High-energy electronic track featuring aggressive trap beats, experimental production, and vintage dance-pop elements, blending thrashing rhythms with punk rock influences. Characterized by distorted basslines, glitchy synths, and dynamic drops, creating a chaotic yet controlled atmosphere. The track has been described as a ""destructive lead"" with a ""hardstyle drop that feels like you're being punched 20 times and your ribs are broken, "" highlighting its intense and visceral energy.",https://www.youtube.com/watch?v=fLWsYmQQI_Y
